Record_ID,Company_Name,Address1,Address2,City,state,zip_code,zip4,phone_number,naics_code,duns_number,Address_Update_Date,Phone_Update_Date,Update_Date
REC000694,Pacific Trading Co #65,,,,,,,623-331-5140,517311,,,,2021-11-04
REC000695,Apex Manufacturing,2679 Business Center Dr,,Chicago,IL,60601,8121,,517311,51-461-2580,2024-06-25,,2022-11-23
REC000696,Sigma Corp,,,,,,,877-880-2809,517311,91-580-3203,,2022-12-20,
REC000697,Pacific Trading Co,6340 Business Center Dr,Suite 200,Houston,TX,77001,,830-932-7045,,41-546-2709,2021-05-02,2020-08-05,2023-12-25
REC000698,Pacific Trading Co #68,8530 Maple Dr,,Denver,CO,80201,4373,451-185-4786,541511,97-644-5819,,2020-06-26,2022-10-17
REC000699,Midwest Manufacturing,TBD,Office 101,,,,,,517311,,2021-08-10,,
REC000700,Eastern Distributors,9123 Tech Park Blvd,,Houston,TX,77001,2506,830-875-2358,541512,,2020-09-20,2020-06-06,2021-07-28
REC000701,Tech Solutions Inc,,,,,,,467-726-6724,541511,74-583-1043,,2022-02-26,2020-08-11
REC000702,Alpha Innovations,,,,,,,425-939-5540,238210,,,2020-01-20,
REC000703,Catalyst Corp,9076 Main St,,Philadelphia,PA,19101,,,334118,68-230-5767,2022-01-26,,2021-02-13
REC000704,Beta Technologies,,,,,,,844-642-5209,517311,,,,
REC000705,Metro Business Solutions,1407 Tech Park Blvd,Unit A,Seattle,WA,98101,,332-961-9081,423440,,2023-06-15,2024-02-09,2020-10-31
REC000706,Pioneer Holdings,,,,,,,892-557-1151,541512,,,2023-07-13,2021-03-03
REC000707,Pacific Trading Co #89,4834 Corporate Way,Ste 500,San Jose,CA,95101,9581,866-645-2037,518210,54-878-7760,,2021-07-15,2024-09-04
REC000708,Pacific Trading Co,,,,,,,461-420-2257,541330,32-906-8020,,2022-01-14,2022-03-04
REC000709,Fusion Technologies #81,8874 Maple Dr,,Denver,CO,80201,,909-581-2853,,98-786-9662,2023-04-28,2020-04-04,2020-02-29
REC000710,Nexus Solutions #9,1775 Elm Blvd,Office 101,Jacksonville,FL,32201,5255,620-698-9265,,72-465-3314,,2024-07-31,2023-02-11
REC000711,Sigma Corp #37,1983 Cedar Ln,,Houston,TX,77001,,332-701-9440,423440,,2022-04-26,,2021-05-07
REC000712,Tech Solutions Inc,,,,,,,366-732-7608,423430,,,2023-08-08,2021-03-20
REC000713,Coastal Services,7804 Commerce Dr,,Los Angeles,CA,90001,,,423440,,2024-01-19,,2024-09-17
REC000714,Summit Enterprises,1920 Tech Park Blvd,,Miami,FL,33101,,252-912-8674,541611,,,2024-11-16,
REC000715,Pioneer Holdings,1707 Park Way,,Miami,FL,33101,1172,967-287-1242,,92-962-8582,2022-07-19,,2021-11-18
REC000716,Omega Systems #21,3048 Industrial Pkwy,,Chicago,IL,60601,,657-936-3452,541611,,2021-06-09,2022-01-18,2023-02-10
REC000717,Prime Services Co #83,,,,,,,999-999-9999,541611,15-537-2336,,,2023-09-19
REC000718,Apex Manufacturing,,,,,,,829-122-4820,,59-976-2438,,,2021-12-10
REC000719,Theta Group,5226 Main St,,Columbus,OH,43201,9959,845-997-4868,,69-232-9129,,2022-04-26,2021-07-14
REC000720,Southern Logistics,,,,,,,844-392-7996,236220,49-631-9716,,2022-09-01,2020-07-10
REC000721,Nexus Solutions,,,,,,,999-999-9999,541512,,,,2024-01-21
REC000722,Midwest Manufacturing,6379 Park Way,,Charlotte,NC,28201,9802,,541519,17-185-8848,2021-05-02,,
REC000723,Pinnacle Industries,325 Cedar Ln,,Fort Worth,TX,76101,9143,334-165-3758,,55-646-4693,2023-01-03,,2024-05-31
REC000724,Gamma Holdings #61,4931 Park Way,,Miami,FL,33101,,877-460-2384,236220,,,,2024-01-06
REC000725,Vertex Partners,2835 Elm Blvd,Ste 500,Dallas,TX,75201,,696-309-6915,423440,27-784-7994,2024-02-19,2022-03-21,2020-01-29
REC000726,Pioneer Holdings,6357 Park Way,,Los Angeles,CA,90001,,930-907-2022,,75-355-1983,,,2020-07-17
REC000727,Catalyst Corp #80,4350 Maple Dr,,San Jose,CA,95101,6702,123-456-7890,541512,,,,2022-04-04
REC000728,Epsilon LLC,000 Nowhere Blvd,Floor 3,,,,,629-806-9785,423440,83-264-4330,,,2021-07-19
REC000729,Omega Systems #10,,,,,,,844-318-3639,334111,,,2021-09-16,2020-11-26
REC000730,Catalyst Corp,,,,,,,964-854-2117,,46-747-1977,,2024-07-22,2022-12-01
REC000731,Apex Manufacturing,3495 Pine Rd,,San Jose,CA,95101,4249,604-427-5908,541611,77-409-8219,2023-04-02,2022-01-24,2023-03-16
REC000732,Midwest Manufacturing #66,,,,,,,649-192-8203,334118,,,,2020-08-16
REC000733,Pinnacle Industries,2980 Commerce Dr,Room 205,Jacksonville,FL,32201,,,,,,,2021-12-16
REC000734,Acme Corporation,3471 Cedar Ln,,San Jose,CA,95101,,586-704-8442,236220,40-696-9357,2023-06-30,2023-03-28,2020-10-29
REC000735,Pinnacle Industries,9378 Park Way,,Austin,TX,78701,8668,,423430,59-909-4998,,,2024-04-05
REC000736,Nexus Solutions,,,,,,,220-679-7203,334111,34-343-4480,,2022-08-01,2020-06-15
REC000737,Zeta Enterprises,,,,,,,617-887-3434,,50-401-9648,,,2021-04-29
REC000738,Epsilon LLC,,,,,,,445-682-8933,,35-806-5299,,,2022-09-18
REC000739,Alpha Innovations,636 Cedar Ln,,Philadelphia,PA,19101,,,541330,10-847-1608,2020-12-19,,
REC000740,Atlas Group #29,,,,,,,916-385-8494,,,,,2024-10-10
REC000741,Southern Logistics #57,5048 Corporate Way,Suite 200,Houston,TX,77001,1080,222-620-2340,,32-412-3816,2024-01-20,2020-07-20,2023-09-01
REC000742,Quantum Dynamics,9839 Business Center Dr,,Portland,OR,97201,,223-857-3569,334118,11-475-2883,2020-01-20,2023-11-06,2023-08-30
REC000743,Catalyst Corp,7412 Cedar Ln,,Austin,TX,78701,1379,000-000-0000,423430,42-974-6800,2021-12-12,2024-05-06,
REC000744,Southern Logistics #27,,,,,,,661-595-4184,,57-459-3473,,,2024-11-10
REC000745,Zeta Enterprises,8412 Main St,,Portland,OR,97201,,,541511,,2020-06-10,,2021-06-16
REC000746,Midwest Manufacturing #10,,,,,,,212-957-7730,,10-697-9932,,,
REC000747,Global Industries LLC,4740 Park Way,,San Jose,CA,95101,5678,698-441-8510,541330,,,2023-10-20,2021-10-04
REC000748,Coastal Services,,,,,,,683-257-7946,236220,,,2020-07-12,
REC000749,Gamma Holdings #38,5945 Maple Dr,,Charlotte,NC,28201,,843-297-6837,334118,,2020-06-18,2023-05-27,2023-07-28
REC000750,Prime Services Co,1260 Park Way,,Fort Worth,TX,76101,,,423440,,2020-05-26,,2024-01-11
REC000751,Northern Supply Co,8014 Elm Blvd,,Los Angeles,CA,90001,3260,N/A,423440,16-221-6290,2023-12-12,,2022-09-09
REC000752,Northern Supply Co #85,4786 Corporate Way,,San Jose,CA,95101,8899,450-889-6199,,,2021-11-28,,2022-07-01
REC000753,Vertex Partners,7269 Commerce Dr,,Chicago,IL,60601,,657-572-4673,,65-679-5810,,,2023-12-22
REC000754,Vertex Partners #35,,,,,,,797-551-2201,541519,65-547-7835,,,2024-03-07
REC000755,Metro Business Solutions,7220 Corporate Way,,Charlotte,NC,28201,,844-515-7460,238210,21-979-8571,,,2023-04-11
REC000756,Mountain View Tech,,,,,,,630-569-5669,,72-696-1469,,,2024-02-24
REC000757,Eastern Distributors,5389 Park Way,,New York,NY,10001,7834,,334118,,2021-04-27,,2024-12-11
REC000758,Epsilon LLC,1992 Park Way,,Austin,TX,78701,1730,645-713-7136,,,2023-09-07,,2022-02-09
REC000759,Prime Services Co #25,6926 Business Center Dr,,New York,NY,10001,3875,359-679-4460,,88-372-9540,2024-08-04,2021-07-28,
REC000760,Delta Services,,,,,,,855-459-4826,518210,,,2022-08-24,2023-10-15
REC000761,Theta Group,7345 Cedar Ln,,Philadelphia,PA,19101,,000-000-0000,,,,,2021-11-17
REC000762,Fusion Technologies,2632 Corporate Way,,Houston,TX,77001,3026,,,37-557-8597,,,2023-10-05
REC000763,Pacific Trading Co,9158 Elm Blvd,,San Antonio,TX,78201,,369-959-2123,236220,,2023-10-06,2023-11-17,2020-10-12
REC000764,Eastern Distributors,,,,,,,601-269-6858,541511,,,2020-04-21,2020-10-18
REC000765,Coastal Services #51,6148 Corporate Way,,Austin,TX,78701,9626,,541511,69-920-9533,,,2020-08-03
REC000766,Global Industries LLC #7,2529 Industrial Pkwy,,Los Angeles,CA,90001,7942,919-189-9804,517311,65-698-7197,2022-10-23,2020-11-26,2022-11-10
REC000767,Summit Enterprises,5960 Tech Park Blvd,,Seattle,WA,98101,,123456,541512,88-232-9236,,,
REC000768,Stellar Systems,6018 Elm Blvd,Suite 200,Philadelphia,PA,19101,6296,,541611,,,,2023-10-01
REC000769,Epsilon LLC #98,,,,,,,684-795-9790,238210,62-990-7089,,2020-06-17,2023-04-24
REC000770,Eastern Distributors #38,6516 Park Way,Room 205,Atlanta,GA,30301,6929,598-490-8963,518210,26-893-7435,2022-05-28,2020-06-12,2021-02-03
REC000771,Summit Enterprises,,,,,,,963-898-5450,238210,98-375-3538,,2023-11-11,2023-02-21
REC000772,Atlas Group,,,,,,,N/A,,,,2024-03-03,2022-03-22
REC000773,Southern Logistics #51,2001 Main St,,Columbus,OH,43201,,837-947-7853,541613,,2020-12-07,2024-09-15,
REC000774,Omega Systems,3199 Park Way,,Houston,TX,77001,,521-575-2558,,94-781-1518,2023-05-31,2023-01-19,2023-08-23
REC000775,Metro Business Solutions,9136 Business Center Dr,,Charlotte,NC,28201,1332,523-506-5829,,,,2024-02-08,
REC000776,Omega Systems #69,3129 Commerce Dr,,Dallas,TX,75201,5180,703-889-5665,,39-509-5746,2022-03-29,2024-03-01,2020-02-06
REC000777,Catalyst Corp,9928 Pine Rd,,Columbus,OH,43201,,,541519,89-965-5321,2020-03-16,,2020-05-06
REC000778,Beta Technologies #96,,,,,,,703-149-8451,423430,61-882-1250,,,2022-07-28
REC000779,Fusion Technologies,,,,,,,866-717-5328,334111,,,2024-08-18,2024-01-22
REC000780,Atlas Group,8959 Tech Park Blvd,,Jacksonville,FL,32201,,276-570-5428,,,2024-02-15,2020-08-03,2023-08-04
REC000781,Zeta Enterprises #51,9622 Business Center Dr,,Austin,TX,78701,4162,883-206-3238,334118,83-160-4790,,2021-10-10,2022-02-20
REC000782,Fusion Technologies,2136 Pine Rd,,Charlotte,NC,28201,,,541330,,2022-09-08,,
REC000783,Catalyst Corp,2855 Cedar Ln,,San Antonio,TX,78201,8958,877-670-9743,,21-811-8604,,2023-02-27,
REC000784,Fusion Technologies #64,,,,,,,634-610-7597,541611,,,2020-07-13,2021-09-05
REC000785,Delta Services,2648 Corporate Way,Unit A,Miami,FL,33101,,912-837-1091,518210,,2024-05-04,,2022-06-11
REC000786,Beta Technologies,5572 Tech Park Blvd,,Jacksonville,FL,32201,9784,866-102-3015,238210,,2021-05-26,2023-08-07,
REC000787,Vertex Partners #65,8916 Commerce Dr,,Los Angeles,CA,90001,,844-919-8141,541512,,2020-08-21,2022-06-24,2023-09-26
REC000788,Gamma Holdings #51,7983 Tech Park Blvd,,Austin,TX,78701,,555-555-5555,236220,15-295-4296,,2020-09-14,
REC000789,Nexus Solutions,,,,,,,642-509-1167,,,,2024-10-16,2022-07-15
REC000790,Pacific Trading Co #73,,,,,,,306-770-7303,,,,2021-07-24,2024-04-02
REC000791,Catalyst Corp,4757 Pine Rd,,Jacksonville,FL,32201,,436-570-7940,334118,59-362-2035,2020-09-10,2021-11-29,2023-12-03
REC000792,Alpha Innovations #54,,,,,,,564-356-3045,541511,,,2020-05-15,
REC000793,Stellar Systems,6346 Commerce Dr,,Boston,MA,02101,,764-695-4607,423440,,2021-09-20,2021-09-24,
REC000794,Pacific Trading Co,,,,,,,404-341-6998,518210,15-793-1533,,2021-02-22,2021-06-23
REC000795,Beta Technologies,3774 Oak Ave,,Atlanta,GA,30301,,657-248-2183,423440,,,2021-01-14,2020-02-08
REC000796,Sigma Corp #40,,,,,,,685-131-3593,541511,,,2020-04-04,
REC000797,Vertex Partners,,,,,,,877-290-9578,236220,,,2020-01-06,2023-08-12
REC000798,Quantum Dynamics,9968 Tech Park Blvd,,Atlanta,GA,30301,5947,579-155-4565,,,2024-09-09,2020-03-01,2020-12-08
REC000799,Tech Solutions Inc #59,7313 Elm Blvd,,Seattle,WA,98101,1019,123-456-7890,,83-361-7729,,2022-07-09,
REC000800,Zeta Enterprises,,,,,,,394-758-8090,541611,74-116-5904,,2023-11-17,2024-06-24
REC000801,Mountain View Tech #19,9803 Main St,Suite 200,Philadelphia,PA,19101,5535,257-684-7780,518210,,2022-07-07,2021-06-19,
REC000802,Summit Enterprises,895 Elm Blvd,,San Antonio,TX,78201,,230-669-4827,541519,,,2021-03-22,2020-07-11
REC000803,Tech Solutions Inc,7881 Park Way,Unit 5B,Phoenix,AZ,85001,7684,N/A,,33-815-5818,2024-04-25,2021-05-25,
REC000804,Vertex Partners,PO Box 0000,,,,,,324-897-2105,423440,,2023-11-17,2020-12-24,2024-03-16
REC000805,Northern Supply Co,,,,,,,983-340-7147,517311,,,2022-06-14,2021-03-08
REC000806,Northern Supply Co,5131 Commerce Dr,,Los Angeles,CA,90001,3091,929-567-6568,541330,69-239-3494,,,2023-11-26
REC000807,Southern Logistics #95,123 Fake Street,,,,,,,,71-846-4825,2020-11-27,,
REC000808,Epsilon LLC,,,,,,,895-834-9151,517311,,,,
REC000809,Sigma Corp #10,4268 Elm Blvd,,Austin,TX,78701,5030,423-583-1512,541512,20-671-6567,2020-04-26,,2024-05-30
REC000810,Alpha Innovations,100 Park Way,,Portland,OR,97201,,555-555-6504,,73-695-7883,2022-01-04,2022-08-01,2021-11-15
REC000811,Beta Technologies,7844 Oak Ave,,Atlanta,GA,30301,6000,,,14-702-8815,2020-01-11,,2020-12-09
REC000812,Acme Corporation,9890 Industrial Pkwy,,Boston,MA,02101,,,541512,81-837-4226,,,2020-03-30
REC000813,Pioneer Holdings #52,6709 Maple Dr,,Atlanta,GA,30301,3161,819-232-4571,236220,38-268-2238,,,
REC000814,Sigma Corp,6628 Industrial Pkwy,,Seattle,WA,98101,,562-228-9057,423440,43-183-9354,,2023-04-22,2023-07-14
REC000815,Apex Manufacturing,,,,,,,952-568-9878,423440,,,2022-05-27,2021-04-27
REC000816,Mountain View Tech,3097 Cedar Ln,,San Jose,CA,95101,,,541330,,2022-09-08,,
REC000817,Sigma Corp,8027 Oak Ave,,Portland,OR,97201,,788-411-5811,541613,45-440-4159,2023-06-14,2024-07-15,2021-03-18
REC000818,Quantum Dynamics,9190 Industrial Pkwy,,Phoenix,AZ,85001,,365-525-3583,334118,,2024-06-16,,2020-04-05
REC000819,Stellar Systems #83,4619 Cedar Ln,,Los Angeles,CA,90001,4338,208-504-3959,541519,,2024-07-12,2022-06-11,2022-02-27
REC000820,Eastern Distributors #54,4955 Pine Rd,,Fort Worth,TX,76101,,269-544-8354,,,,2022-08-18,2023-10-17
REC000821,Pinnacle Industries,284 Pine Rd,,Philadelphia,PA,19101,4163,855-237-8283,541512,26-129-5920,2024-02-18,2024-12-03,2024-01-31
REC000822,Epsilon LLC,,,,,,,726-725-2512,541611,,,,2020-04-03
REC000823,Fusion Technologies #29,8433 Oak Ave,,Dallas,TX,75201,4839,388-208-5613,541511,52-252-7554,,2023-11-30,2023-09-05
REC000824,Alpha Innovations #2,,,,,,,279-909-8831,,,,,2022-03-04
REC000825,Stellar Systems,,,,,,,800-949-3044,,42-196-8074,,2021-09-27,
REC000826,Midwest Manufacturing #46,123 Fake Street,,,,,,535-200-7410,,,,2021-11-14,
REC000827,Coastal Services,,,,,,,468-636-9985,423440,,,,2023-11-18
REC000828,Mountain View Tech,2146 Corporate Way,Unit A,San Jose,CA,95101,,955-827-9305,334111,,2021-10-04,2023-11-12,2023-01-25
REC000829,Atlas Group,3387 Industrial Pkwy,Floor 3,Fort Worth,TX,76101,,,334111,,2022-01-13,,2020-08-25
REC000830,Summit Enterprises #53,5862 Oak Ave,,Columbus,OH,43201,,999-999-9999,,18-780-7630,,,
REC000831,Atlas Group,7366 Oak Ave,,Charlotte,NC,28201,,556-653-3471,334118,84-256-9349,2022-01-30,2021-08-08,2024-12-03
REC000832,Gamma Holdings,8173 Maple Dr,,Denver,CO,80201,,616-760-7508,,78-463-5766,2022-03-05,,2023-01-21
REC000833,Coastal Services,,,,,,,449-279-3188,423440,99-272-1514,,2023-10-23,2021-08-09
REC000834,Beta Technologies,5799 Commerce Dr,,Portland,OR,97201,6498,437-304-7505,518210,85-762-1561,2022-10-20,2023-10-09,2020-12-22
REC000835,Delta Services,4218 Maple Dr,,Fort Worth,TX,76101,8535,324-401-8512,236220,97-474-1710,,2020-09-18,
REC000836,Summit Enterprises #37,,,,,,,284-619-1538,423440,69-274-4706,,2020-07-07,
REC000837,Alpha Innovations,,,,,,,406-776-3724,541330,68-128-7380,,2022-12-13,2024-09-11
REC000838,Horizon Ventures,7604 Tech Park Blvd,,Phoenix,AZ,85001,,000-000-0000,541611,17-340-5527,2024-05-17,2020-04-19,2021-03-03
REC000839,Midwest Manufacturing,XXXX Unknown Ave,,,,,,,517311,35-462-6332,,,2022-09-13
REC000840,Sigma Corp,9716 Pine Rd,,Jacksonville,FL,32201,,879-320-8581,,36-665-6589,2020-11-13,2023-06-26,2021-10-22
REC000841,Catalyst Corp #82,2244 Industrial Pkwy,Suite 100,Boston,MA,02101,,260-104-6013,238210,,2020-01-12,,2024-03-17
REC000842,Eastern Distributors,1368 Main St,,Atlanta,GA,30301,9167,888-458-2175,,,2022-07-29,2021-02-17,2021-03-23
REC000843,Pioneer Holdings,,,,,,,866-976-4673,334118,,,,2024-06-26
REC000844,Mountain View Tech #84,9749 Oak Ave,,Dallas,TX,75201,,800-813-3483,541611,,2022-09-01,2023-02-06,2023-05-22
REC000845,Midwest Manufacturing,,,,,,,553-505-4071,541611,51-512-3223,,2020-09-19,2024-02-22
REC000846,Eastern Distributors #9,,,,,,,587-410-4288,541512,,,2023-03-03,2023-08-03
REC000847,Epsilon LLC #70,,,,,,,442-732-7681,334118,50-711-5336,,2021-05-02,2020-09-16
REC000848,Sigma Corp,8728 Park Way,,Fort Worth,TX,76101,,,423430,,2021-01-26,,2024-09-13
REC000849,Metro Business Solutions,,,,,,,877-670-6505,334111,66-360-3582,,2022-05-07,2024-06-21
REC000850,Nexus Solutions,,,,,,,437-502-9065,238210,,,,2023-05-17
REC000851,Zeta Enterprises,,,,,,,855-250-9562,541613,30-384-7391,,2020-09-05,
REC000852,Summit Enterprises #77,,,,,,,412-474-5609,541613,,,,2021-03-06
REC000853,Zeta Enterprises #2,3606 Industrial Pkwy,,Jacksonville,FL,32201,1321,639-748-5937,541511,,2020-01-26,2023-12-25,2020-05-10
REC000854,Stellar Systems,2117 Industrial Pkwy,,Chicago,IL,60601,1350,250-467-1884,334118,,2020-12-19,2020-03-11,2022-09-08
REC000855,Beta Technologies,Unknown,,,,,,681-661-7734,,88-584-2623,2022-12-28,,2024-09-24
REC000856,Prime Services Co,,,,,,,844-444-9380,541511,76-297-6865,,2023-08-08,
REC000857,Delta Services,,,,,,,225-493-5017,,,,,2022-05-15
REC000858,Metro Business Solutions,7323 Commerce Dr,,Houston,TX,77001,,779-725-6748,541611,78-145-4775,,,2021-08-08
REC000859,Apex Manufacturing,5726 Park Way,,Boston,MA,02101,8971,525-438-5933,541613,,2021-03-08,2022-03-13,
REC000860,Midwest Manufacturing #75,5291 Maple Dr,,New York,NY,10001,,804-848-9025,236220,,2024-04-11,,2023-02-22
REC000861,Sigma Corp,4258 Pine Rd,,Jacksonville,FL,32201,1044,713-693-4298,541512,59-804-5798,2021-06-18,2023-10-24,
REC000862,Fusion Technologies,5181 Commerce Dr,Room 205,Phoenix,AZ,85001,,426-933-4118,517311,32-911-5741,,2023-06-25,2020-11-29
REC000863,Vertex Partners #15,PO Box 0000,,,,,,577-918-7182,423430,13-979-5028,2021-02-27,2021-02-24,2021-07-05
REC000864,Summit Enterprises,,,,,,,000-000-0000,541512,35-920-4131,,2024-04-25,2021-06-16
REC000865,Epsilon LLC,7779 Business Center Dr,Unit 5B,New York,NY,10001,,800-181-9905,541512,97-257-9970,2024-04-22,,2024-03-22
REC000866,Northern Supply Co,1202 Maple Dr,,Jacksonville,FL,32201,,,541611,54-180-1255,2020-12-12,,2024-07-02
REC000867,Zeta Enterprises #84,N/A,,,,,,,,96-408-6908,2022-01-25,,2021-04-19
REC000868,Midwest Manufacturing #74,7596 Pine Rd,Suite 100,Denver,CO,80201,,824-144-4330,236220,72-275-1188,2021-03-21,2022-12-04,2023-06-20
REC000869,Mountain View Tech #64,N/A,,,,,,,541519,21-954-6821,2021-06-14,,
REC000870,Fusion Technologies #18,9479 Tech Park Blvd,,Atlanta,GA,30301,,672-773-4713,334118,12-215-8248,,2024-09-23,2024-05-31
REC000871,Metro Business Solutions #1,7360 Corporate Way,,Houston,TX,77001,,690-142-1224,334118,,,2022-05-13,2023-06-24
REC000872,Coastal Services,1415 Elm Blvd,,Denver,CO,80201,,961-818-6322,541512,54-836-1749,2021-11-29,2020-03-07,2021-11-24
REC000873,Global Industries LLC,1647 Park Way,,Jacksonville,FL,32201,,,518210,94-477-5791,2022-11-01,,2021-05-27
REC000874,Summit Enterprises,8262 Corporate Way,,Miami,FL,33101,9683,779-421-9398,334111,59-864-1612,2022-11-13,,2020-02-11
REC000875,Southern Logistics,998 Business Center Dr,,New York,NY,10001,9714,123456,238210,85-658-6736,2023-01-24,2023-03-28,2022-08-27
REC000876,Quantum Dynamics #64,3474 Tech Park Blvd,,Boston,MA,02101,8967,866-990-4596,423430,78-869-8091,2020-11-14,2021-03-24,
REC000877,Sigma Corp,,,,,,,447-892-4828,,,,2022-12-28,
REC000878,Eastern Distributors,3577 Oak Ave,,Columbus,OH,43201,,506-104-6385,334111,74-601-2361,2023-04-04,2021-08-19,2023-03-01
REC000879,Delta Services,7602 Business Center Dr,,Charlotte,NC,28201,,793-669-2692,541611,,2020-10-06,2020-01-30,2023-02-15
REC000880,Acme Corporation,XXXX Unknown Ave,,,,,,936-623-5952,541330,99-392-9290,,2022-09-06,2021-10-11
REC000881,Midwest Manufacturing #33,,,,,,,999-999-9999,,62-320-5457,,2024-07-31,2024-02-08
REC000882,Mountain View Tech,3018 Corporate Way,,Philadelphia,PA,19101,,,,,2020-09-10,,2023-02-19
REC000883,Vertex Partners,996 Elm Blvd,Suite 100,San Jose,CA,95101,,546-229-5212,541512,90-398-8333,2022-09-06,2020-08-02,2021-01-19
REC000884,Acme Corporation,8148 Corporate Way,,Dallas,TX,75201,8997,,541519,,2024-09-18,,2020-02-09
REC000885,Quantum Dynamics,5953 Industrial Pkwy,,San Jose,CA,95101,,442-709-8504,541611,,,2022-11-30,2022-04-05
REC000886,Delta Services,7078 Maple Dr,,Denver,CO,80201,8068,775-749-1750,517311,,2021-09-22,2020-08-09,2020-05-22
REC000887,Omega Systems #1,582 Industrial Pkwy,,Seattle,WA,98101,,,423430,,2020-06-17,,2023-07-10
REC000888,Alpha Innovations,9211 Industrial Pkwy,,Columbus,OH,43201,,,238210,,2020-01-05,,
REC000889,Global Industries LLC,999 Invalid Rd,Ste 500,,,,,877-188-1128,236220,74-237-3486,2023-01-17,2024-01-07,2023-04-15
REC000890,Gamma Holdings,,,,,,,805-282-7456,236220,43-829-3785,,,2024-05-28
REC000891,Horizon Ventures,,,,,,,978-433-8205,423440,61-611-2670,,,2020-05-01
REC000892,Nexus Solutions,,,,,,,409-796-7440,541613,91-186-1544,,2024-12-06,2021-05-04
REC000893,Eastern Distributors,436 Pine Rd,,Chicago,IL,60601,,,334118,,2024-10-20,,2024-10-05
REC000894,Midwest Manufacturing,1708 Park Way,,Jacksonville,FL,32201,6825,,,71-801-9485,2023-09-21,,2022-09-24
REC000895,Horizon Ventures,,,,,,,586-596-5834,334118,,,2024-04-25,2021-05-20
REC000896,Metro Business Solutions,,,,,,,293-198-2420,,74-274-1280,,2022-02-16,2024-01-18
REC000897,Beta Technologies,,,,,,,246-936-7668,,37-346-7195,,2021-08-11,2021-01-22
REC000898,Sigma Corp,,,,,,,873-287-9306,541611,,,,
REC000899,Pinnacle Industries,,,,,,,411-806-8188,334111,32-290-7477,,2021-07-06,2021-04-20
REC000900,Nexus Solutions,3223 Commerce Dr,,Portland,OR,97201,8009,123456,518210,34-246-6952,2022-02-15,,
REC000901,Stellar Systems #85,8766 Pine Rd,,Los Angeles,CA,90001,1672,271-705-3457,,57-891-7256,2022-10-30,,2020-08-24
REC000902,Delta Services #73,6349 Park Way,,Miami,FL,33101,5233,123-456-7890,,,,2024-11-14,2022-07-02
REC000903,Sigma Corp #58,,,,,,,877-395-2532,,,,,
REC000904,Gamma Holdings #27,7396 Maple Dr,,Dallas,TX,75201,,,,,,,2023-04-28
REC000905,Southern Logistics,,,,,,,615-736-9165,238210,,,2024-10-10,
REC000906,Zeta Enterprises,,,,,,,958-463-3149,541613,57-700-4478,,2023-01-21,2020-02-14
REC000907,Theta Group,,,,,,,633-382-5703,,17-573-7621,,2021-03-15,2021-02-13
REC000908,Summit Enterprises,N/A,Room 205,,,,,830-877-9684,334111,,2023-07-25,,2024-08-03
REC000909,Summit Enterprises,,,,,,,891-305-9517,541613,,,,2022-03-13
REC000910,Theta Group #51,123 Fake Street,,,,,,111-111-1111,,,2020-03-03,2024-06-27,2022-10-16
REC000911,Eastern Distributors #16,,,,,,,845-864-7816,,,,2024-05-09,
REC000912,Alpha Innovations,3398 Business Center Dr,,Jacksonville,FL,32201,,642-185-1745,541511,,2020-09-10,2024-09-24,2024-01-06
REC000913,Nexus Solutions,6993 Corporate Way,Unit A,New York,NY,10001,8047,857-493-4537,,47-802-6869,2024-06-04,,2022-04-10
REC000914,Sigma Corp,,,,,,,850-248-2701,541519,,,2023-10-25,
REC000915,Epsilon LLC #94,2588 Cedar Ln,,San Antonio,TX,78201,,655-245-4856,423440,56-326-9185,2021-04-14,2021-05-28,2024-10-19
REC000916,Horizon Ventures,,,,,,,616-287-5348,334111,,,2023-01-29,2024-04-11
REC000917,Fusion Technologies,5676 Business Center Dr,,San Antonio,TX,78201,6703,,,,2020-05-02,,
REC000918,Eastern Distributors,7810 Business Center Dr,,Boston,MA,02101,,857-440-2972,334118,,,,2021-07-13
REC000919,Southern Logistics,,,,,,,354-134-6224,,74-451-5355,,2023-02-05,2021-06-29
REC000920,Zeta Enterprises,2994 Cedar Ln,,Atlanta,GA,30301,,770-748-4160,541330,,2023-11-04,2024-09-05,2024-03-31
REC000921,Theta Group,6708 Industrial Pkwy,Floor 12,Atlanta,GA,30301,8955,309-647-6291,,79-333-8362,2023-01-28,2020-12-30,2020-08-11
REC000922,Prime Services Co,6605 Oak Ave,,Portland,OR,97201,8871,420-747-5224,,30-835-9974,,2023-02-21,2022-10-01
REC000923,Summit Enterprises,4193 Elm Blvd,,Portland,OR,97201,9376,,,,2020-11-12,,2024-01-25
REC000924,Delta Services #48,2529 Business Center Dr,,Dallas,TX,75201,1429,827-328-2773,334111,21-260-9372,,2024-02-28,2020-11-01
REC000925,Summit Enterprises #14,,,,,,,587-521-6993,,,,2024-12-28,2024-12-25
REC000926,Beta Technologies,5806 Corporate Way,,Phoenix,AZ,85001,5093,792-575-7240,541330,,2020-02-05,2024-11-08,2022-05-05
REC000927,Acme Corporation,1386 Tech Park Blvd,,San Antonio,TX,78201,,877-286-3533,334118,39-489-3903,2021-12-04,2022-07-02,2020-08-13
REC000928,Quantum Dynamics #94,4897 Elm Blvd,Suite 100,Fort Worth,TX,76101,,871-457-1777,,,,,
